"ISO3","National Unit","Name","Admin Level","Metric","Units","Year","Value"
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2014,25.1027314943979
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2015,23.435476477113
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2016,22.3501119288257
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2017,22.1774996658534
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2018,22.3161749502847
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2019,20.475345048425
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2020,17.7545384394341
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2021,15.154258135777502
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2022,13.687551681237
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2023,12.876960795470499
"TCD","Chad","Logone Oriental","admin1","Infection Prevalence","per 100 Children",2024,12.9194148818221
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2000,62.488912112336294
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2001,56.05221521930291
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2002,47.1488481296793
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2003,46.6570191936385
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2004,43.5859123860251
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2005,45.145001112351
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2006,49.145571635385
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2007,49.498806133769904
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2008,47.092519751378696
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2009,45.122933349840295
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2010,41.831940780589
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2011,36.803483349597805
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2012,32.7911313043612
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2013,32.3329430313928
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2014,32.319853441997
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2015,32.1822113955252
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2016,32.9101792019993
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2017,51.357131058353296
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2018,50.9867873131481
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2019,51.2648663878694
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2020,53.1098222517945
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2021,50.8415179616513
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2022,48.930428999193104
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2023,48.0341280546852
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2024,47.5462957095178
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2000,208.58354558609
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2001,205.266679270639
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2002,173.043936342586
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2003,167.950290532575
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2004,166.03921154433198
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2005,160.32390852165
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2006,141.616964266053
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2007,114.025522188345
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2008,87.4986338775173
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2009,62.94584041701739
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2010,48.158872498928
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2011,45.5786837277391
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2012,55.4697228470241
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2013,75.24749626989451
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2014,96.7648702830702
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2015,113.297093710621
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2016,118.845921168318
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2017,126.47722017738
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2018,139.12104930797202
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2019,132.607114030479
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2020,135.580270449421
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2021,138.865671234584
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2022,145.82165180694702
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2023,143.95776176993698
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2024,144.62903177046798
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2000,14.2836723865392
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2001,14.3444441423425
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2002,11.3009143696224
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2003,10.4871471016432
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2004,10.1314429128093
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2005,9.63420001808623
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2006,8.20512300931548
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2007,6.33789952549304
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2008,4.6191650426017
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2009,3.13829626221115
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2010,2.34425357043101
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2011,2.21909131748311
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2012,2.79069184078833
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2013,4.07921023492348
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2014,5.55477450016779
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2015,6.666433974710589
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2016,7.149399768335921
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2017,7.7379898165436805
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2018,8.56842753435116
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2019,8.080670241575
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2020,8.23237493838288
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2021,8.41597775364383
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2022,9.06956627644921
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2023,8.94547778130114
"TCD","Chad","Wadi Fira","admin1","Infection Prevalence","per 100 Children",2024,9.00879681202218
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2000,56.451361858548005
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2001,50.601988201279994
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2002,42.387435866590096
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2003,42.4549075416055
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2004,39.2512066705392
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2005,40.8602909638404
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2006,44.5287230842034
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2007,44.7546670868347
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2008,42.859864796012296
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2009,40.9952539941401
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2010,38.0702050423761
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2011,33.7311509530639
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2012,29.9541568652054
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2013,29.1723299310785
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2014,29.030348748811104
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2015,28.7477857186015
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2016,28.985075325862997
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2017,18.9424970498173
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2018,18.8974688550493
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2019,18.998666592214402
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2020,19.608337571895298
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2021,18.8475018444035
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2022,18.0717237304085
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2023,17.744625382243598
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2024,17.5480726380951
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2000,281.19724838800903
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2001,300.797356965032
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2002,275.546228469776
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2003,277.869720715269
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2004,287.841950385184
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2005,309.447184004348
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2006,334.69786634524803
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2007,343.73183554474303
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2008,358.67064284521
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2009,379.588377981388
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2010,381.738969063442
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2011,351.135507640875
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2012,321.168084955848
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2013,289.905531324592
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2014,273.675725586258
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2015,266.639738999919
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2016,263.06545185265
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2017,267.819853480925
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2018,283.402339508242
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2019,283.515940491885
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2020,284.803416046548
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2021,298.531434527544
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2022,306.476152675715
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2023,293.477412565452
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2024,294.345352395246
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2000,21.2508087644261
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2001,23.100934548838
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2002,20.154022281760202
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2003,20.2395417434094
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2004,21.3242383912744
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2005,23.469210845486
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2006,25.993200556597202
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2007,27.0362208038548
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2008,28.329838407219
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2009,30.001769972174504
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2010,29.9315259618111
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2011,26.7429666842519
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2012,23.8295463834325
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2013,21.1248255142174
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2014,19.6984814015812
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2015,18.8750639173781
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2016,18.6531620810881
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2017,19.0830846595664
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2018,20.5160273442606
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2019,20.8003225571563
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2020,21.0572944377912
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2021,22.3224102431815
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2022,23.1548172978525
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2023,21.84827750022
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Infection Prevalence","per 100 Children",2024,21.967587344300597
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2000,133.772095275042
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2001,119.009725794342
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2002,100.615942500521
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2003,99.9769964034385
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2004,92.0853688185176
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2005,96.2927955748442
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2006,104.601583604721
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2007,104.768009485474
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2008,100.375258775204
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2009,95.9114361726255
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2010,89.3345976428941
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2011,78.3898853113468
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2012,69.51644769203921
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2013,68.7951745011971
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2014,69.9543005513284
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2015,69.0699897851912
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2016,71.4853075650108
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2017,70.6887893164882
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2018,70.1763381980216
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2019,70.6274223583656
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2020,73.11414214939789
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2021,70.1198359927599
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2022,67.3318924168335
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2023,66.1376058463562
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2024,65.3889738494789
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2000,260.296677527043
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2001,257.28561370592
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2002,222.423180394458
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2003,226.324569538681
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2004,228.230668223318
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2005,231.016596713409
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2006,222.49560308685002
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2007,194.906448762626
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2008,162.26628786163
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2009,124.361109371291
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2010,95.8477561330396
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2011,79.1829882510276
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2012,82.4055677984699
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2013,98.15855628977049
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2014,118.99981065041699
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2015,138.742221058177
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2016,154.156774453006
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2017,167.956069267302
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2018,176.54655837505
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2019,173.605505798075
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2020,174.6895301255
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2021,184.588648173198
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2022,197.40720826545498
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2023,199.817767771241
"TCD","Chad","Ouaddai","admin1","Incidence Rate","Cases per Thousand",2024,200.492413742948
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2000,19.3091004169135
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2001,18.9515460432558
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2002,15.1937335733247
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2003,15.248531363270601
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2004,15.359833852213999
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2005,15.4914872169268
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2006,14.6180833230388
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2007,12.3840443814131
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2008,9.78863377456479
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2009,6.901004846053451
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2010,5.01917612241277
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2011,4.03445158442771
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2012,4.25549355906195
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2013,5.361101169687879
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2014,6.820932508621361
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2015,8.23768940041919
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2016,9.529564460521591
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2017,10.6752084916565
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2018,11.3832962556639
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2019,11.2186065368179
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2020,11.2741896900492
"TCD","Chad","Ouaddai","admin1","Infection Prevalence","per 100 Children",2021,12.1413210751622
